Data from HDX004411_15-26-27-108.txt Node
Date: Tue Jul 02 15:26:27 CEST 2019
User: andres
Spectrometer: HDX00441
Trigger mode: 0
Integration Time (sec): 6,000000E-3
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
193,018	1712
193,576	1247
194,133	1302
194,69	1301
195,247	1318
195,804	1308
196,361	1312
196,918	1311
197,474	1307
198,031	1317
198,587	1313
199,143	1309
199,699	1310
200,255	1315
200,811	1317
201,366	1321
201,922	1315
202,477	1308
203,032	1328
203,588	1320
204,143	1320
204,698	1311
205,252	1329
205,807	1310
206,361	1325
206,916	1324
207,47	1325
208,024	1319
208,578	1317
209,132	1312
209,686	1323
210,24	1320
210,793	1322
211,346	1315
211,9	1305
212,453	1323
213,006	1315
213,559	1320
214,111	1322
214,664	1320
215,217	1324
215,769	1327
216,321	1315
216,873	1319
217,425	1320
217,977	1324
218,529	1316
219,081	1323
219,632	1331
220,184	1324
220,735	1319
221,286	1314
221,837	1316
222,388	1321
222,939	1327
223,489	1324
224,04	1335
224,59	1325
225,14	1314
225,691	1331
226,241	1313
226,79	1316
227,34	1335
227,89	1328
228,439	1323
228,989	1319
229,538	1330
230,087	1325
230,636	1322
231,185	1326
231,734	1325
232,282	1330
232,831	1324
233,379	1328
233,928	1325
234,476	1337
235,024	1328
235,572	1334
236,119	1337
236,667	1325
237,215	1333
237,762	1314
238,309	1315
238,856	1330
239,403	1323
239,95	1323
240,497	1321
241,044	1328
241,59	1324
242,137	1325
242,683	1317
243,229	1322
243,775	1331
244,321	1333
244,867	1325
245,412	1331
245,958	1322
246,503	1326
247,049	1318
247,594	1333
248,139	1322
248,684	1317
249,229	1314
249,773	1333
250,318	1321
250,862	1326
251,406	1326
251,951	1318
252,495	1338
253,039	1329
253,582	1335
254,126	1318
254,67	1329
255,213	1333
255,756	1330
256,3	1324
256,843	1334
257,386	1333
257,928	1327
258,471	1324
259,014	1318
259,556	1324
260,098	1327
260,641	1327
261,183	1331
261,725	1312
262,266	1326
262,808	1325
263,35	1332
263,891	1324
264,433	1322
264,974	1331
265,515	1328
266,056	1328
266,597	1327
267,137	1325
267,678	1328
268,218	1319
268,759	1319
269,299	1316
269,839	1327
270,379	1323
270,919	1326
271,459	1334
271,998	1333
272,538	1334
273,077	1319
273,616	1330
274,156	1330
274,695	1331
275,233	1326
275,772	1323
276,311	1333
276,849	1331
277,388	1328
277,926	1322
278,464	1323
279,002	1330
279,54	1324
280,078	1338
280,616	1328
281,153	1328
281,691	1324
282,228	1334
282,765	1324
283,302	1332
283,839	1328
284,376	1322
284,912	1340
285,449	1332
285,985	1326
286,522	1325
287,058	1331
287,594	1331
288,13	1338
288,666	1324
289,201	1326
289,737	1338
290,273	1334
290,808	1327
291,343	1334
291,878	1330
292,413	1321
292,948	1324
293,483	1323
294,017	1325
294,552	1331
295,086	1331
295,62	1329
296,155	1329
296,689	1331
297,222	1326
297,756	1329
298,29	1333
298,823	1327
299,357	1334
299,89	1324
300,423	1333
300,956	1327
301,489	1317
302,022	1326
302,555	1331
303,087	1323
303,62	1340
304,152	1322
304,684	1316
305,216	1329
305,748	1320
306,28	1323
306,812	1333
307,343	1330
307,875	1324
308,406	1322
308,937	1329
309,468	1330
309,999	1332
310,53	1328
311,061	1332
311,591	1330
312,122	1333
312,652	1336
313,183	1318
313,713	1331
314,243	1320
314,773	1328
315,302	1330
315,832	1328
316,361	1326
316,891	1325
317,42	1322
317,949	1338
318,478	1332
319,007	1319
319,536	1332
320,065	1329
320,593	1330
321,122	1327
321,65	1329
322,178	1321
322,706	1338
323,234	1325
323,762	1326
324,29	1331
324,817	1326
325,345	1328
325,872	1329
326,4	1327
326,927	1332
327,454	1338
327,981	1328
328,507	1330
329,034	1326
329,56	1326
330,087	1330
330,613	1333
331,139	1325
331,665	1336
332,191	1328
332,717	1328
333,243	1331
333,768	1332
334,294	1325
334,819	1324
335,344	1325
335,869	1325
336,394	1320
336,919	1316
337,444	1329
337,968	1327
338,493	1329
339,017	1324
339,541	1329
340,066	1332
340,59	1328
341,114	1321
341,637	1328
342,161	1319
342,684	1327
343,208	1327
343,731	1325
344,254	1332
344,777	1332
345,3	1325
345,823	1325
346,346	1328
346,868	1323
347,391	1331
347,913	1325
348,435	1329
348,957	1327
349,479	1328
350,001	1322
350,523	1314
351,045	1319
351,566	1318
352,088	1319
352,609	1321
353,13	1318
353,651	1336
354,172	1321
354,693	1321
355,213	1324
355,734	1334
356,254	1318
356,775	1321
357,295	1327
357,815	1317
358,335	1330
358,855	1319
359,374	1327
359,894	1320
360,414	1321
360,933	1323
361,452	1322
361,971	1332
362,49	1321
363,009	1326
363,528	1318
364,047	1313
364,565	1319
365,084	1329
365,602	1324
366,12	1317
366,638	1317
367,156	1319
367,674	1326
368,192	1320
368,709	1326
369,227	1324
369,744	1322
370,261	1311
370,778	1326
371,295	1323
371,812	1329
372,329	1320
372,846	1322
373,362	1324
373,879	1322
374,395	1333
374,911	1330
375,427	1319
375,943	1314
376,459	1328
376,975	1323
377,49	1321
378,006	1318
378,521	1316
379,036	1332
379,551	1324
380,066	1324
380,581	1331
381,096	1317
381,611	1324
382,125	1328
382,64	1319
383,154	1322
383,668	1326
384,182	1321
384,696	1325
385,21	1325
385,724	1329
386,237	1325
386,751	1325
387,264	1317
387,777	1317
388,29	1328
388,803	1325
389,316	1321
389,829	1332
390,342	1330
390,854	1322
391,367	1316
391,879	1320
392,391	1323
392,903	1326
393,415	1331
393,927	1321
394,439	1317
394,95	1327
395,462	1322
395,973	1325
396,484	1324
396,996	1327
397,507	1331
398,017	1334
398,528	1316
399,039	1329
399,549	1329
400,06	1321
400,57	1323
401,08	1330
401,591	1325
402,1	1317
402,61	1332
403,12	1319
403,63	1327
404,139	1324
404,649	1329
405,158	1328
405,667	1325
406,176	1325
406,685	1325
407,194	1327
407,702	1327
408,211	1325
408,72	1317
409,228	1326
409,736	1328
410,244	1313
410,752	1327
411,26	1331
411,768	1324
412,275	1328
412,783	1323
413,29	1329
413,798	1333
414,305	1323
414,812	1328
415,319	1325
415,826	1321
416,332	1327
416,839	1331
417,346	1320
417,852	1320
418,358	1325
418,864	1322
419,37	1331
419,876	1335
420,382	1325
420,888	1322
421,393	1332
421,899	1323
422,404	1316
422,909	1336
423,414	1324
423,919	1329
424,424	1328
424,929	1324
425,434	1326
425,938	1332
426,443	1332
426,947	1330
427,451	1333
427,955	1326
428,459	1327
428,963	1325
429,467	1320
429,97	1333
430,474	1325
430,977	1325
431,48	1320
431,983	1336
432,487	1334
432,989	1325
433,492	1332
433,995	1325
434,497	1331
435	1328
435,502	1326
436,004	1325
436,507	1330
437,009	1331
437,51	1327
438,012	1323
438,514	1329
439,015	1328
439,517	1332
440,018	1326
440,519	1327
441,02	1330
441,521	1320
442,022	1321
442,523	1332
443,024	1328
443,524	1326
444,024	1324
444,525	1321
445,025	1321
445,525	1329
446,025	1327
446,525	1330
447,024	1328
447,524	1324
448,023	1326
448,523	1332
449,022	1354
449,521	1473
450,02	1751
450,519	1610
451,018	1378
451,517	1324
452,015	1333
452,514	1329
453,012	1329
453,51	1334
454,008	1330
454,506	1335
455,004	1329
455,502	1326
456	1341
456,497	1331
456,995	1331
457,492	1329
457,989	1331
458,486	1331
458,983	1329
459,48	1331
459,977	1329
460,473	1331
460,97	1328
461,466	1329
461,963	1336
462,459	1325
462,955	1323
463,451	1325
463,947	1326
464,442	1332
464,938	1328
465,433	1332
465,929	1337
466,424	1329
466,919	1328
467,414	1326
467,909	1332
468,404	1337
468,899	1318
469,393	1332
469,888	1338
470,382	1322
470,876	1331
471,371	1333
471,865	1329
472,358	1323
472,852	1328
473,346	1326
473,84	1339
474,333	1327
474,826	1328
475,32	1327
475,813	1327
476,306	1341
476,799	1331
477,291	1330
477,784	1329
478,277	1334
478,769	1330
479,261	1336
479,754	1335
480,246	1326
480,738	1327
481,23	1322
481,721	1330
482,213	1322
482,705	1326
483,196	1330
483,687	1333
484,179	1341
484,67	1330
485,161	1334
485,652	1327
486,142	1332
486,633	1323
487,123	1330
487,614	1331
488,104	1321
488,594	1332
489,084	1331
489,574	1323
490,064	1337
490,554	1324
491,044	1334
491,533	1323
492,023	1328
492,512	1319
493,001	1319
493,49	1321
493,979	1325
494,468	1336
494,957	1319
495,445	1327
495,934	1325
496,422	1352
496,911	1320
497,399	1328
497,887	1332
498,375	1331
498,863	1327
499,35	1325
499,838	1330
500,326	1329
500,813	1326
501,3	1322
501,787	1330
502,275	1325
502,761	1330
503,248	1328
503,735	1326
504,222	1321
504,708	1329
505,195	1319
505,681	1324
506,167	1327
506,653	1325
507,139	1328
507,625	1332
508,111	1326
508,596	1329
509,082	1328
509,567	1324
510,053	1328
510,538	1319
511,023	1324
511,508	1332
511,993	1342
512,477	1325
512,962	1321
513,446	1335
513,931	1325
514,415	1335
514,899	1329
515,383	1330
515,867	1332
516,351	1330
516,835	1327
517,319	1320
517,802	1330
518,285	1328
518,769	1324
519,252	1324
519,735	1323
520,218	1319
520,701	1331
521,184	1328
521,666	1326
522,149	1323
522,631	1330
523,113	1323
523,596	1323
524,078	1335
524,56	1325
525,042	1326
525,523	1333
526,005	1327
526,486	1336
526,968	1324
527,449	1334
527,93	1326
528,412	1326
528,892	1325
529,373	1333
529,854	1337
530,335	1332
530,815	1341
531,296	1334
531,776	1327
532,256	1322
532,736	1322
533,216	1328
533,696	1329
534,176	1332
534,656	1330
535,135	1333
535,615	1331
536,094	1327
536,573	1331
537,052	1334
537,531	1327
538,01	1332
538,489	1332
538,968	1337
539,446	1325
539,925	1331
540,403	1329
540,881	1331
541,359	1323
541,837	1330
542,315	1322
542,793	1318
543,271	1339
543,748	1323
544,226	1331
544,703	1331
545,18	1330
545,658	1328
546,135	1324
546,612	1323
547,088	1321
547,565	1324
548,042	1337
548,518	1330
548,995	1329
549,471	1316
549,947	1327
550,423	1329
550,899	1328
551,375	1322
551,851	1325
552,326	1327
552,802	1326
553,277	1329
553,752	1331
554,228	1331
554,703	1330
555,178	1326
555,652	1326
556,127	1326
556,602	1326
557,076	1323
557,551	1314
558,025	1320
558,499	1334
558,973	1323
559,447	1329
559,921	1332
560,395	1331
560,869	1324
561,342	1322
561,816	1319
562,289	1328
562,762	1331
563,235	1319
563,708	1324
564,181	1328
564,654	1334
565,127	1316
565,599	1322
566,072	1323
566,544	1327
567,016	1328
567,489	1334
567,961	1328
568,433	1320
568,904	1332
569,376	1321
569,848	1338
570,319	1332
570,791	1327
571,262	1324
571,733	1333
572,204	1333
572,675	1324
573,146	1323
573,617	1324
574,087	1332
574,558	1323
575,028	1330
575,499	1330
575,969	1334
576,439	1327
576,909	1323
577,379	1319
577,849	1326
578,318	1325
578,788	1324
579,257	1338
